-1.217836990356445312e+02,7.360284423828125000e+01,4.343316555023193359e+00
-1.218545684814453125e+02,7.364568328857421875e+01,3.352469921112060547e+00
-7.922291564941406250e+01,4.788023376464843750e+01,8.886138200759887695e-01
-7.630189514160156250e+01,4.935747909545898438e+01,5.556221008300781250e-01
-7.691996765136718750e+01,4.413748550415039062e+01,2.330203950405120850e-01
-7.360636138916015625e+01,4.761381912231445312e+01,-7.518640160560607910e-02
-7.458461761474609375e+01,4.279743576049804688e+01,-3.734509348869323730e-01
-7.171667480468750000e+01,4.639143371582031250e+01,-6.686359643936157227e-01
-7.219721221923828125e+01,4.142752075195312500e+01,-9.418559670448303223e-01
-7.002185058593750000e+01,4.529510116577148438e+01,-1.234321475028991699e+00
-1.366027927398681641e+01,8.836438179016113281e+00,-6.948586106300354004e-01
-1.303453540802001953e+01,7.479353904724121094e+00,-6.943259239196777344e-01
-1.071362972259521484e+01,6.475034713745117188e+00,-6.658644080162048340e-01
-1.010023689270019531e+01,5.392493247985839844e+00,-6.490444540977478027e-01
-9.209260940551757812e+00,5.565834045410156250e+00,-6.476275324821472168e-01
-5.523584365844726562e+00,2.949028968811035156e+00,-6.184741854667663574e-01
-4.518807888031005859e+00,2.923085451126098633e+00,-6.074584722518920898e-01
-3.961510658264160156e+00,2.562586307525634766e+00,-5.992695093154907227e-01
-3.588296890258789062e+00,2.321165084838867188e+00,-6.034682989120483398e-01
-3.225782632827758789e+00,2.086665153503417969e+00,-5.972450375556945801e-01
-1.217836990356445312e+02,7.360284423828125000e+01,4.343316555023193359e+00
-1.218545684814453125e+02,7.364568328857421875e+01,3.352469921112060547e+00
-7.922291564941406250e+01,4.788023376464843750e+01,8.886138200759887695e-01
-7.630189514160156250e+01,4.935747909545898438e+01,5.556221008300781250e-01
-7.691996765136718750e+01,4.413748550415039062e+01,2.330203950405120850e-01
-7.360636138916015625e+01,4.761381912231445312e+01,-7.518640160560607910e-02
-7.458461761474609375e+01,4.279743576049804688e+01,-3.734509348869323730e-01
-7.171667480468750000e+01,4.639143371582031250e+01,-6.686359643936157227e-01
-7.219721221923828125e+01,4.142752075195312500e+01,-9.418559670448303223e-01
-7.002185058593750000e+01,4.529510116577148438e+01,-1.234321475028991699e+00
-1.366027927398681641e+01,8.836438179016113281e+00,-6.948586106300354004e-01
-1.303453540802001953e+01,7.479353904724121094e+00,-6.943259239196777344e-01
-1.071362972259521484e+01,6.475034713745117188e+00,-6.658644080162048340e-01
-1.010023689270019531e+01,5.392493247985839844e+00,-6.490444540977478027e-01
-9.209260940551757812e+00,5.565834045410156250e+00,-6.476275324821472168e-01
-5.523584365844726562e+00,2.949028968811035156e+00,-6.184741854667663574e-01
-4.518807888031005859e+00,2.923085451126098633e+00,-6.074584722518920898e-01
-3.961510658264160156e+00,2.562586307525634766e+00,-5.992695093154907227e-01
-3.588296890258789062e+00,2.321165084838867188e+00,-6.034682989120483398e-01
-3.225782632827758789e+00,2.086665153503417969e+00,-5.972450375556945801e-01
-1.217439041137695312e+02,7.401554107666015625e+01,4.348807811737060547e+00
-7.927474975585937500e+01,4.819595718383789062e+01,8.906103968620300293e-01
-7.665158843994140625e+01,4.986941528320312500e+01,5.591193437576293945e-01
-7.697365570068359375e+01,4.443712234497070312e+01,2.335353940725326538e-01
-7.344431304931640625e+01,4.778276443481445312e+01,-7.514866441488265991e-02
-7.436469268798828125e+01,4.293096160888671875e+01,-3.729124069213867188e-01
-7.152095794677734375e+01,4.653143310546875000e+01,-6.679471135139465332e-01
-7.238964843750000000e+01,4.179076004028320312e+01,-9.457933902740478516e-01
-7.003017425537109375e+01,4.556153106689453125e+01,-1.236570954322814941e+00
-1.364039897918701172e+01,8.874423980712890625e+00,-6.950293183326721191e-01
-1.294566059112548828e+01,7.473568916320800781e+00,-6.906337141990661621e-01
-1.072732257843017578e+01,6.521793842315673828e+00,-6.677765846252441406e-01
-1.019159507751464844e+01,5.475676059722900391e+00,-6.558359861373901367e-01
-9.194627761840820312e+00,5.589974880218505859e+00,-6.476275324821472168e-01
-1.217439041137695312e+02,7.401554107666015625e+01,4.348807811737060547e+00
-7.927474975585937500e+01,4.819595718383789062e+01,8.906103968620300293e-01
-7.665158843994140625e+01,4.986941528320312500e+01,5.591193437576293945e-01
-7.697365570068359375e+01,4.443712234497070312e+01,2.335353940725326538e-01
-7.344431304931640625e+01,4.778276443481445312e+01,-7.514866441488265991e-02
-7.436469268798828125e+01,4.293096160888671875e+01,-3.729124069213867188e-01
-7.152095794677734375e+01,4.653143310546875000e+01,-6.679471135139465332e-01
-7.238964843750000000e+01,4.179076004028320312e+01,-9.457933902740478516e-01
